"id";"X";"Y"
1;5;1
2;5;1
3;5;1
4;5;1
5;5;1
6;5;1
7;5;1
8;5;1
9;5;1
10;5;1
11;5;1
12;5;1
13;5;1
14;5;1
15;5;1
16;5;1
17;5;1
18;5;1
19;5;1
20;5;1
21;5;1
22;5;1
23;5;1
24;5;1
25;5;1
26;5;1
27;5;1
28;5;1
29;5;1
30;5;1
31;5;1
32;5;1
33;5;1
34;5;1
35;5;1
36;5;1
37;5;1
38;5;1
39;5;1
40;5;1
41;5;1
42;5;1
43;5;1
44;5;1
45;5;1
46;5;1
47;5;1
48;5;1
49;5;1
50;5;1
51;5;1
52;5;1
53;5;1
54;5;1
55;5;1
56;5;1
57;5;1
58;5;1
59;5;1
60;5;1
61;5;1
62;5;1
63;5;1
64;5;1
65;5;1
66;5;1
67;5;1
68;5;1
69;5;1
70;5;1
71;5;1
72;5;1
73;5;1
74;5;1
75;5;1
76;5;1
77;5;1
78;5;1
79;5;1
80;5;1
81;5;1
82;5;1
83;5;1
84;5;1
85;5;1
86;5;1
87;5;1
88;5;1
89;5;1
90;5;1
91;5;1
92;5;1
93;5;1
94;5;1
95;5;1
96;5;1
97;5;1
98;5;1
99;5;1
100;5;1
101;7;1
102;7;1
103;7;1
104;7;1
105;7;1
106;7;1
107;7;1
108;7;1
109;7;1
110;7;1
111;7;1
112;7;1
113;7;1
114;7;1
115;7;1
116;7;1
117;7;1
118;7;1
119;7;1
120;7;1
121;7;1
122;7;1
123;7;1
124;7;1
125;7;1
126;7;1
127;7;1
128;7;1
129;7;1
130;7;1
131;7;1
132;7;1
133;7;1
134;7;1
135;7;1
136;7;1
137;7;1
138;7;1
139;7;1
140;7;1
141;7;1
142;7;1
143;7;1
144;7;1
145;7;1
146;7;1
147;7;1
148;7;1
149;7;1
150;7;1
151;7;1
152;7;1
153;7;1
154;7;1
155;7;1
156;7;1
157;7;1
158;7;1
159;7;1
160;7;1
161;7;1
162;7;1
163;7;1
164;7;1
165;7;1
166;7;1
167;7;1
168;7;1
169;7;1
170;7;1
171;7;1
172;7;1
173;7;1
174;7;1
175;7;1
176;7;1
177;7;1
178;7;1
179;7;1
180;7;1
181;7;1
182;7;1
183;7;1
184;7;1
185;7;1
186;7;1
187;7;1
188;7;1
189;7;1
190;7;1
191;7;1
192;7;1
193;7;1
194;7;1
195;7;1
196;7;1
197;7;1
198;7;1
199;7;1
200;7;1
201;7;1
202;7;1
203;7;1
204;7;1
205;7;1
206;7;1
207;7;1
208;7;1
209;7;1
210;7;1
211;7;1
212;7;1
213;7;1
214;7;1
215;7;1
216;7;1
217;7;1
218;7;1
219;7;1
220;7;1
221;7;1
222;7;1
223;9;1
224;9;1
225;9;1
226;9;1
227;9;1
228;9;1
229;9;1
230;9;1
231;9;1
232;9;1
233;9;1
234;9;1
235;9;1
236;9;1
237;9;1
238;9;1
239;9;1
240;9;1
241;9;1
242;9;1
243;9;1
244;9;1
245;9;1
246;9;1
247;9;1
248;9;1
249;9;1
250;9;1
251;9;1
252;9;1
253;9;1
254;9;1
255;9;1
256;9;1
257;9;1
258;9;1
259;9;1
260;9;1
261;9;1
262;9;1
263;9;1
264;9;1
265;9;1
266;9;1
267;9;1
268;9;1
269;9;1
270;9;1
271;9;1
272;9;1
273;9;1
274;9;1
275;9;1
276;9;1
277;9;1
278;9;1
279;9;1
280;9;1
281;9;1
282;9;1
283;9;1
284;9;1
285;9;1
286;9;1
287;9;1
288;9;1
289;9;1
290;9;1
291;9;1
292;9;1
293;9;1
294;9;1
295;9;1
296;9;1
297;9;1
298;9;1
299;9;1
300;9;1
301;9;1
302;9;1
303;9;1
304;9;1
305;9;1
306;9;1
307;9;1
308;9;1
309;9;1
310;9;1
311;9;1
312;9;1
313;9;1
314;9;1
315;9;1
316;9;1
317;9;1
318;9;1
319;9;1
320;9;1
321;9;1
322;9;1
323;9;1
324;9;1
325;9;1
326;9;1
327;9;1
328;9;1
329;9;1
330;9;1
331;9;1
332;9;1
333;9;1
334;9;1
335;9;1
336;9;1
337;9;1
338;9;1
339;9;1
340;9;1
341;9;1
342;9;1
343;9;1
344;9;1
345;9;1
346;9;1
347;9;1
348;9;1
349;9;1
350;9;1
351;9;1
352;9;1
353;9;1
354;9;1
355;9;1
356;9;1
357;9;1
358;9;1
359;9;1
360;9;1
361;9;1
362;9;1
363;9;1
364;9;1
365;9;1
366;9;1
367;9;1
368;9;1
369;9;1
370;11;1
371;11;1
372;11;1
373;11;1
374;11;1
375;11;1
376;11;1
377;11;1
378;11;1
379;11;1
380;11;1
381;11;1
382;11;1
383;11;1
384;11;1
385;11;1
386;11;1
387;11;1
388;11;1
389;11;1
390;11;1
391;11;1
392;11;1
393;11;1
394;11;1
395;11;1
396;11;1
397;11;1
398;11;1
399;11;1
400;11;1
401;11;1
402;11;1
403;11;1
404;11;1
405;11;1
406;11;1
407;11;1
408;11;1
409;11;1
410;11;1
411;11;1
412;11;1
413;11;1
414;11;1
415;11;1
416;11;1
417;11;1
418;11;1
419;11;1
420;11;1
421;11;1
422;11;1
423;11;1
424;11;1
425;11;1
426;11;1
427;11;1
428;11;1
429;11;1
430;11;1
431;11;1
432;11;1
433;11;1
434;11;1
435;11;1
436;11;1
437;11;1
438;11;1
439;11;1
440;11;1
441;11;1
442;11;1
443;11;1
444;11;1
445;11;1
446;11;1
447;11;1
448;11;1
449;11;1
450;11;1
451;11;1
452;11;1
453;11;1
454;11;1
455;11;1
456;11;1
457;11;1
458;11;1
459;11;1
460;11;1
461;11;1
462;11;1
463;11;1
464;11;1
465;11;1
466;11;1
467;11;1
468;11;1
469;11;1
470;11;1
471;11;1
472;11;1
473;11;1
474;11;1
475;11;1
476;11;1
477;11;1
478;11;1
479;11;1
480;11;1
481;11;1
482;11;1
483;11;1
484;11;1
485;11;1
486;11;1
487;11;1
488;11;1
489;11;1
490;11;1
491;11;1
492;11;1
493;11;1
494;11;1
495;11;1
496;11;1
497;11;1
498;11;1
499;11;1
500;11;1
501;11;1
502;11;1
503;11;1
504;11;1
505;11;1
506;11;1
507;11;1
508;11;1
509;11;1
510;11;1
511;11;1
512;11;1
513;11;1
514;11;1
515;11;1
516;11;1
517;11;1
518;11;1
519;11;1
520;11;1
521;11;1
522;11;1
523;11;1
524;11;1
525;11;1
526;11;1
527;11;1
528;11;1
529;11;1
530;11;1
531;11;1
532;11;1
533;11;1
534;11;1
535;11;1
536;11;1
537;11;1
538;11;1
539;11;1
540;11;1
541;11;1
542;11;1
543;11;1
544;11;1
545;11;1
546;13;1
547;13;1
548;13;1
549;13;1
550;13;1
551;13;1
552;13;1
553;13;1
554;13;1
555;13;1
556;13;1
557;13;1
558;13;1
559;13;1
560;13;1
561;13;1
562;13;1
563;13;1
564;13;1
565;13;1
566;13;1
567;13;1
568;13;1
569;13;1
570;13;1
571;13;1
572;13;1
573;13;1
574;13;1
575;13;1
576;13;1
577;13;1
578;13;1
579;13;1
580;13;1
581;13;1
582;13;1
583;13;1
584;13;1
585;13;1
586;13;1
587;13;1
588;13;1
589;13;1
590;13;1
591;13;1
592;13;1
593;13;1
594;13;1
595;13;1
596;13;1
597;13;1
598;13;1
599;13;1
600;13;1
601;13;1
602;13;1
603;13;1
604;13;1
605;13;1
606;13;1
607;13;1
608;13;1
609;13;1
610;13;1
611;13;1
612;13;1
613;13;1
614;13;1
615;13;1
616;13;1
617;13;1
618;13;1
619;13;1
620;13;1
621;13;1
622;13;1
623;13;1
624;13;1
625;13;1
626;13;1
627;13;1
628;13;1
629;13;1
630;13;1
631;13;1
632;13;1
633;13;1
634;13;1
635;13;1
636;13;1
637;13;1
638;13;1
639;13;1
640;13;1
641;13;1
642;13;1
643;13;1
644;13;1
645;13;1
646;13;1
647;13;1
648;13;1
649;13;1
650;13;1
651;13;1
652;13;1
653;13;1
654;13;1
655;13;1
656;13;1
657;13;1
658;13;1
659;13;1
660;13;1
661;13;1
662;13;1
663;13;1
664;13;1
665;13;1
666;13;1
667;13;1
668;13;1
669;13;1
670;13;1
671;13;1
672;13;1
673;13;1
674;13;1
675;13;1
676;13;1
677;13;1
678;13;1
679;13;1
680;13;1
681;13;1
682;13;1
683;13;1
684;13;1
685;13;1
686;13;1
687;13;1
688;13;1
689;13;1
690;13;1
691;13;1
692;13;1
693;13;1
694;13;1
695;13;1
696;13;1
697;13;1
698;13;1
699;13;1
700;13;1
701;13;1
702;13;1
703;13;1
704;13;1
705;13;1
706;13;1
707;13;1
708;13;1
709;13;1
710;13;1
711;13;1
712;13;1
713;13;1
714;13;1
715;13;1
716;13;1
717;13;1
718;13;1
719;13;1
720;13;1
721;13;1
722;13;1
723;13;1
724;13;1
725;13;1
726;13;1
727;13;1
728;13;1
729;13;1
730;13;1
731;13;1
732;13;1
733;13;1
734;13;1
735;13;1
736;13;1
737;13;1
738;13;1
739;13;1
740;13;1
741;13;1
742;13;1
743;13;1
744;13;1
745;13;1
746;13;1
747;13;1
748;13;1
749;13;1
750;13;1
751;13;1
752;13;1
753;13;1
754;13;1
755;13;1
756;13;1
757;15;1
758;15;1
759;15;1
760;15;1
761;15;1
762;15;1
763;15;1
764;15;1
765;15;1
766;15;1
767;15;1
768;15;1
769;15;1
770;15;1
771;15;1
772;15;1
773;15;1
774;15;1
775;15;1
776;15;1
777;15;1
778;15;1
779;15;1
780;15;1
781;15;1
782;15;1
783;15;1
784;15;1
785;15;1
786;15;1
787;15;1
788;15;1
789;15;1
790;15;1
791;15;1
792;15;1
793;15;1
794;15;1
795;15;1
796;15;1
797;15;1
798;15;1
799;15;1
800;15;1
801;15;1
802;15;1
803;15;1
804;15;1
805;15;1
806;15;1
807;15;1
808;15;1
809;15;1
810;15;1
811;15;1
812;15;1
813;15;1
814;15;1
815;15;1
816;15;1
817;15;1
818;15;1
819;15;1
820;15;1
821;15;1
822;15;1
823;15;1
824;15;1
825;15;1
826;15;1
827;15;1
828;15;1
829;15;1
830;15;1
831;15;1
832;15;1
833;15;1
834;15;1
835;15;1
836;15;1
837;15;1
838;15;1
839;15;1
840;15;1
841;15;1
842;15;1
843;15;1
844;15;1
845;15;1
846;15;1
847;15;1
848;15;1
849;15;1
850;15;1
851;15;1
852;15;1
853;15;1
854;15;1
855;15;1
856;15;1
857;15;1
858;15;1
859;15;1
860;15;1
861;15;1
862;15;1
863;15;1
864;15;1
865;15;1
866;15;1
867;15;1
868;15;1
869;15;1
870;15;1
871;15;1
872;15;1
873;15;1
874;15;1
875;15;1
876;15;1
877;15;1
878;15;1
879;15;1
880;15;1
881;15;1
882;15;1
883;15;1
884;15;1
885;15;1
886;15;1
887;15;1
888;15;1
889;15;1
890;15;1
891;15;1
892;15;1
893;15;1
894;15;1
895;15;1
896;15;1
897;15;1
898;15;1
899;15;1
900;15;1
901;15;1
902;15;1
903;15;1
904;15;1
905;15;1
906;15;1
907;15;1
908;15;1
909;15;1
910;15;1
911;15;1
912;15;1
913;15;1
914;15;1
915;15;1
916;15;1
917;15;1
918;15;1
919;15;1
920;15;1
921;15;1
922;15;1
923;15;1
924;15;1
925;15;1
926;15;1
927;15;1
928;15;1
929;15;1
930;15;1
931;15;1
932;15;1
933;15;1
934;15;1
935;15;1
936;15;1
937;15;1
938;15;1
939;15;1
940;15;1
941;15;1
942;15;1
943;15;1
944;15;1
945;15;1
946;15;1
947;15;1
948;15;1
949;15;1
950;15;1
951;15;1
952;15;1
953;15;1
954;15;1
955;15;1
956;15;1
957;15;1
958;15;1
959;15;1
960;15;1
961;15;1
962;15;1
963;15;1
964;15;1
965;15;1
966;15;1
967;15;1
968;15;1
969;15;1
970;15;1
971;15;1
972;15;1
973;15;1
974;15;1
975;15;1
976;15;1
977;15;1
978;15;1
979;15;1
980;15;1
981;15;1
982;15;1
983;15;1
984;15;1
985;15;1
986;15;1
987;15;1
988;15;1
989;15;1
990;15;1
991;15;1
992;15;1
993;15;1
994;15;1
995;15;1
996;15;1
997;15;1
998;15;1
999;15;1
1000;15;1
1001;17;1
1002;17;1
1003;17;1
1004;17;1
1005;17;1
1006;17;1
1007;17;1
1008;17;1
1009;17;1
1010;17;1
1011;17;1
1012;17;1
1013;17;1
1014;17;1
1015;17;1
1016;17;1
1017;17;1
1018;17;1
1019;17;1
1020;17;1
1021;17;1
1022;17;1
1023;17;1
1024;17;1
1025;17;1
1026;17;1
1027;17;1
1028;17;1
1029;17;1
1030;17;1
1031;17;1
1032;17;1
1033;17;1
1034;17;1
1035;17;1
1036;17;1
1037;17;1
1038;17;1
1039;17;1
1040;17;1
1041;17;1
1042;17;1
1043;17;1
1044;17;1
1045;17;1
1046;17;1
1047;17;1
1048;17;1
1049;17;1
1050;17;1
1051;17;1
1052;17;1
1053;17;1
1054;17;1
1055;17;1
1056;17;1
1057;17;1
1058;17;1
1059;17;1
1060;17;1
1061;17;1
1062;17;1
1063;17;1
1064;17;1
1065;17;1
1066;17;1
1067;17;1
1068;17;1
1069;17;1
1070;17;1
1071;17;1
1072;17;1
1073;17;1
1074;17;1
1075;17;1
1076;17;1
1077;17;1
1078;17;1
1079;17;1
1080;17;1
1081;17;1
1082;17;1
1083;17;1
1084;17;1
1085;17;1
1086;17;1
1087;17;1
1088;17;1
1089;17;1
1090;17;1
1091;17;1
1092;17;1
1093;17;1
1094;17;1
1095;17;1
1096;17;1
1097;17;1
1098;17;1
1099;17;1
1100;17;1
1101;17;1
1102;17;1
1103;17;1
1104;17;1
1105;17;1
1106;17;1
1107;17;1
1108;17;1
1109;17;1
1110;17;1
1111;17;1
1112;17;1
1113;17;1
1114;17;1
1115;17;1
1116;17;1
1117;17;1
1118;17;1
1119;17;1
1120;17;1
1121;17;1
1122;17;1
1123;17;1
1124;17;1
1125;17;1
1126;17;1
1127;17;1
1128;17;1
1129;17;1
1130;17;1
1131;17;1
1132;17;1
1133;17;1
1134;17;1
1135;17;1
1136;17;1
1137;17;1
1138;17;1
1139;17;1
1140;17;1
1141;17;1
1142;17;1
1143;17;1
1144;17;1
1145;17;1
1146;17;1
1147;17;1
1148;17;1
1149;17;1
1150;17;1
1151;17;1
1152;17;1
1153;17;1
1154;17;1
1155;17;1
1156;17;1
1157;17;1
1158;17;1
1159;17;1
1160;17;1
1161;17;1
1162;17;1
1163;17;1
1164;17;1
1165;17;1
1166;17;1
1167;17;1
1168;17;1
1169;17;1
1170;17;1
1171;17;1
1172;17;1
1173;17;1
1174;17;1
1175;17;1
1176;17;1
1177;17;1
1178;17;1
1179;17;1
1180;17;1
1181;17;1
1182;17;1
1183;17;1
1184;17;1
1185;17;1
1186;17;1
1187;17;1
1188;17;1
1189;17;1
1190;17;1
1191;17;1
1192;17;1
1193;17;1
1194;17;1
1195;17;1
1196;17;1
1197;17;1
1198;17;1
1199;17;1
1200;17;1
1201;17;1
1202;17;1
1203;17;1
1204;17;1
1205;17;1
1206;17;1
1207;17;1
1208;17;1
1209;17;1
1210;17;1
1211;17;1
1212;17;1
1213;17;1
1214;17;1
1215;17;1
1216;17;1
1217;17;1
1218;17;1
1219;17;1
1220;17;1
1221;17;1
1222;17;1
1223;17;1
1224;17;1
1225;17;1
1226;17;1
1227;17;1
1228;17;1
1229;17;1
1230;17;1
1231;17;1
1232;17;1
1233;17;1
1234;17;1
1235;17;1
1236;17;1
1237;17;1
1238;17;1
1239;17;1
1240;17;1
1241;17;1
1242;17;1
1243;17;1
1244;17;1
1245;17;1
1246;17;1
1247;17;1
1248;17;1
1249;17;1
1250;17;1
1251;17;1
1252;17;1
1253;17;1
1254;17;1
1255;17;1
1256;17;1
1257;17;1
1258;17;1
1259;17;1
1260;17;1
1261;17;1
1262;17;1
1263;17;1
1264;17;1
1265;17;1
1266;17;1
1267;17;1
1268;17;1
1269;17;1
1270;17;1
1271;17;1
1272;17;1
1273;17;1
1274;17;1
1275;17;1
1276;17;1
1277;17;1
1278;19;1
1279;19;1
1280;19;1
1281;19;1
1282;19;1
1283;19;1
1284;19;1
1285;19;1
1286;19;1
1287;19;1
1288;19;1
1289;19;1
1290;19;1
1291;19;1
1292;19;1
1293;19;1
1294;19;1
1295;19;1
1296;19;1
1297;19;1
1298;19;1
1299;19;1
1300;19;1
1301;19;1
1302;19;1
1303;19;1
1304;19;1
1305;19;1
1306;19;1
1307;19;1
1308;19;1
1309;19;1
1310;19;1
1311;19;1
1312;19;1
1313;19;1
1314;19;1
1315;19;1
1316;19;1
1317;19;1
1318;19;1
1319;19;1
1320;19;1
1321;19;1
1322;19;1
1323;19;1
1324;19;1
1325;19;1
1326;19;1
1327;19;1
1328;19;1
1329;19;1
1330;19;1
1331;19;1
1332;19;1
1333;19;1
1334;19;1
1335;19;1
1336;19;1
1337;19;1
1338;19;1
1339;19;1
1340;19;1
1341;19;1
1342;19;1
1343;19;1
1344;19;1
1345;19;1
1346;19;1
1347;19;1
1348;19;1
1349;19;1
1350;19;1
1351;19;1
1352;19;1
1353;19;1
1354;19;1
1355;19;1
1356;19;1
1357;19;1
1358;19;1
1359;19;1
1360;19;1
1361;19;1
1362;19;1
1363;19;1
1364;19;1
1365;19;1
1366;19;1
1367;19;1
1368;19;1
1369;19;1
1370;19;1
1371;19;1
1372;19;1
1373;19;1
1374;19;1
1375;19;1
1376;19;1
1377;19;1
1378;19;1
1379;19;1
1380;19;1
1381;19;1
1382;19;1
1383;19;1
1384;19;1
1385;19;1
1386;19;1
1387;19;1
1388;19;1
1389;19;1
1390;19;1
1391;19;1
1392;19;1
1393;19;1
1394;19;1
1395;19;1
1396;19;1
1397;19;1
1398;19;1
1399;19;1
1400;19;1
1401;19;1
1402;19;1
1403;19;1
1404;19;1
1405;19;1
1406;19;1
1407;19;1
1408;19;1
1409;19;1
1410;19;1
1411;19;1
1412;19;1
1413;19;1
1414;19;1
1415;19;1
1416;19;1
1417;19;1
1418;19;1
1419;19;1
1420;19;1
1421;19;1
1422;19;1
1423;19;1
1424;19;1
1425;19;1
1426;19;1
1427;19;1
1428;19;1
1429;19;1
1430;19;1
1431;19;1
1432;19;1
1433;19;1
1434;19;1
1435;19;1
1436;19;1
1437;19;1
1438;19;1
1439;19;1
1440;19;1
1441;19;1
1442;19;1
1443;19;1
1444;19;1
1445;19;1
1446;19;1
1447;19;1
1448;19;1
1449;19;1
1450;19;1
1451;19;1
1452;19;1
1453;19;1
1454;19;1
1455;19;1
1456;19;1
1457;19;1
1458;19;1
1459;19;1
1460;19;1
1461;19;1
1462;19;1
1463;19;1
1464;19;1
1465;19;1
1466;19;1
1467;19;1
1468;19;1
1469;19;1
1470;19;1
1471;19;1
1472;19;1
1473;19;1
1474;19;1
1475;19;1
1476;19;1
1477;19;1
1478;19;1
1479;19;1
1480;19;1
1481;19;1
1482;19;1
1483;19;1
1484;19;1
1485;19;1
1486;19;1
1487;19;1
1488;19;1
1489;19;1
1490;19;1
1491;19;1
1492;19;1
1493;19;1
1494;19;1
1495;19;1
1496;19;1
1497;19;1
1498;19;1
1499;19;1
1500;19;1
1501;19;1
1502;19;1
1503;19;1
1504;19;1
1505;19;1
1506;19;1
1507;19;1
1508;19;1
1509;19;1
1510;19;1
1511;19;1
1512;19;1
1513;19;1
1514;19;1
1515;19;1
1516;19;1
1517;19;1
1518;19;1
1519;19;1
1520;19;1
1521;19;1
1522;19;1
1523;19;1
1524;19;1
1525;19;1
1526;19;1
1527;19;1
1528;19;1
1529;19;1
1530;19;1
1531;19;1
1532;19;1
1533;19;1
1534;19;1
1535;19;1
1536;19;1
1537;19;1
1538;19;1
1539;19;1
1540;19;1
1541;19;1
1542;19;1
1543;19;1
1544;19;1
1545;19;1
1546;19;1
1547;19;1
1548;19;1
1549;19;1
1550;19;1
1551;19;1
1552;19;1
1553;19;1
1554;19;1
1555;19;1
1556;19;1
1557;19;1
1558;19;1
1559;19;1
1560;19;1
1561;19;1
1562;19;1
1563;19;1
1564;19;1
1565;19;1
1566;19;1
1567;19;1
1568;19;1
1569;19;1
1570;19;1
1571;19;1
1572;19;1
1573;19;1
1574;19;1
1575;19;1
1576;19;1
1577;19;1
1578;19;1
1579;19;1
1580;19;1
1581;19;1
1582;19;1
1583;19;1
1584;19;1
1585;19;1
1586;19;1
1587;19;1
1588;21;1
1589;21;1
1590;21;1
1591;21;1
1592;21;1
1593;21;1
1594;21;1
1595;21;1
1596;21;1
1597;21;1
1598;21;1
1599;21;1
1600;21;1
1601;21;1
1602;21;1
1603;21;1
1604;21;1
1605;21;1
1606;21;1
1607;21;1
1608;21;1
1609;21;1
1610;21;1
1611;21;1
1612;21;1
1613;21;1
1614;21;1
1615;21;1
1616;21;1
1617;21;1
1618;21;1
1619;21;1
1620;21;1
1621;21;1
1622;21;1
1623;21;1
1624;21;1
1625;21;1
1626;21;1
1627;21;1
1628;21;1
1629;21;1
1630;21;1
1631;21;1
1632;21;1
1633;21;1
1634;21;1
1635;21;1
1636;21;1
1637;21;1
1638;21;1
1639;21;1
1640;21;1
1641;21;1
1642;21;1
1643;21;1
1644;21;1
1645;21;1
1646;21;1
1647;21;1
1648;21;1
1649;21;1
1650;21;1
1651;21;1
1652;21;1
1653;21;1
1654;21;1
1655;21;1
1656;21;1
1657;21;1
1658;21;1
1659;21;1
1660;21;1
1661;21;1
1662;21;1
1663;21;1
1664;21;1
1665;21;1
1666;21;1
1667;21;1
1668;21;1
1669;21;1
1670;21;1
1671;21;1
1672;21;1
1673;21;1
1674;21;1
1675;21;1
1676;21;1
1677;21;1
1678;21;1
1679;21;1
1680;21;1
1681;21;1
1682;21;1
1683;21;1
1684;21;1
1685;21;1
1686;21;1
1687;21;1
1688;21;1
1689;21;1
1690;21;1
1691;21;1
1692;21;1
1693;21;1
1694;21;1
1695;21;1
1696;21;1
1697;21;1
1698;21;1
1699;21;1
1700;21;1
1701;21;1
1702;21;1
1703;21;1
1704;21;1
1705;21;1
1706;21;1
1707;21;1
1708;21;1
1709;21;1
1710;21;1
1711;21;1
1712;21;1
1713;21;1
1714;21;1
1715;21;1
1716;21;1
1717;21;1
1718;21;1
1719;21;1
1720;21;1
1721;21;1
1722;21;1
1723;21;1
1724;21;1
1725;21;1
1726;21;1
1727;21;1
1728;21;1
1729;21;1
1730;21;1
1731;21;1
1732;21;1
1733;21;1
1734;21;1
1735;21;1
1736;21;1
1737;21;1
1738;21;1
1739;21;1
1740;21;1
1741;21;1
1742;21;1
1743;21;1
1744;21;1
1745;21;1
1746;21;1
1747;21;1
1748;21;1
1749;21;1
1750;21;1
1751;21;1
1752;21;1
1753;21;1
1754;21;1
1755;21;1
1756;21;1
1757;21;1
1758;21;1
1759;21;1
1760;21;1
1761;21;1
1762;21;1
1763;21;1
1764;21;1
1765;21;1
1766;21;1
1767;21;1
1768;21;1
1769;21;1
1770;21;1
1771;21;1
1772;21;1
1773;21;1
1774;21;1
1775;21;1
1776;21;1
1777;21;1
1778;21;1
1779;21;1
1780;21;1
1781;21;1
1782;21;1
1783;21;1
1784;21;1
1785;21;1
1786;21;1
1787;21;1
1788;21;1
1789;21;1
1790;21;1
1791;21;1
1792;21;1
1793;21;1
1794;21;1
1795;21;1
1796;21;1
1797;21;1
1798;21;1
1799;21;1
1800;21;1
1801;21;1
1802;21;1
1803;21;1
1804;21;1
1805;21;1
1806;21;1
1807;21;1
1808;21;1
1809;21;1
1810;21;1
1811;21;1
1812;21;1
1813;21;1
1814;21;1
1815;21;1
1816;21;1
1817;21;1
1818;21;1
1819;21;1
1820;21;1
1821;21;1
1822;21;1
1823;21;1
1824;21;1
1825;21;1
1826;21;1
1827;21;1
1828;21;1
1829;21;1
1830;21;1
1831;21;1
1832;21;1
1833;21;1
1834;21;1
1835;21;1
1836;21;1
1837;21;1
1838;21;1
1839;21;1
1840;21;1
1841;21;1
1842;21;1
1843;21;1
1844;21;1
1845;21;1
1846;21;1
1847;21;1
1848;21;1
1849;21;1
1850;21;1
1851;21;1
1852;21;1
1853;21;1
1854;21;1
1855;21;1
1856;21;1
1857;21;1
1858;21;1
1859;21;1
1860;21;1
1861;21;1
1862;21;1
1863;21;1
1864;21;1
1865;21;1
1866;21;1
1867;21;1
1868;21;1
1869;21;1
1870;21;1
1871;21;1
1872;21;1
1873;21;1
1874;21;1
1875;21;1
1876;21;1
1877;21;1
1878;21;1
1879;21;1
1880;21;1
1881;21;1
1882;21;1
1883;21;1
1884;21;1
1885;21;1
1886;21;1
1887;21;1
1888;21;1
1889;21;1
1890;21;1
1891;21;1
1892;21;1
1893;21;1
